best m,c is 1.800000,12.810000 with error 17.324598 in direction 0
best m,c is 1.800000,12.820000 with error 17.320492 in direction 0
best m,c is 1.800000,12.830000 with error 17.316391 in direction 0
best m,c is 1.800000,12.840000 with error 17.312296 in direction 0
best m,c is 1.800000,12.850000 with error 17.308205 in direction 0
best m,c is 1.800000,12.860000 with error 17.304118 in direction 0
best m,c is 1.800000,12.870000 with error 17.300037 in direction 0
best m,c is 1.800000,12.880000 with error 17.295960 in direction 0
best m,c is 1.800000,12.890000 with error 17.291889 in direction 0
best m,c is 1.800000,12.900000 with error 17.287822 in direction 0
best m,c is 1.800000,12.910000 with error 17.283759 in direction 0
best m,c is 1.800000,12.920000 with error 17.279702 in direction 0
best m,c is 1.800000,12.930000 with error 17.275650 in direction 0
best m,c is 1.800000,12.940000 with error 17.271602 in direction 0
best m,c is 1.800000,12.950000 with error 17.267559 in direction 0
best m,c is 1.800000,12.960000 with error 17.263521 in direction 0
best m,c is 1.800000,12.970000 with error 17.259488 in direction 0
best m,c is 1.800000,12.980000 with error 17.255460 in direction 0
best m,c is 1.800000,12.990000 with error 17.251437 in direction 0
best m,c is 1.800000,13.000000 with error 17.247418 in direction 0
best m,c is 1.800000,13.010000 with error 17.243405 in direction 0
best m,c is 1.800000,13.020000 with error 17.239396 in direction 0
best m,c is 1.800000,13.030000 with error 17.235392 in direction 0
best m,c is 1.800000,13.040000 with error 17.231393 in direction 0
best m,c is 1.800000,13.050000 with error 17.227399 in direction 0
best m,c is 1.800000,13.060000 with error 17.223410 in direction 0
best m,c is 1.800000,13.070000 with error 17.219425 in direction 0
best m,c is 1.800000,13.080000 with error 17.215446 in direction 0
best m,c is 1.800000,13.090000 with error 17.211471 in direction 0
best m,c is 1.800000,13.100000 with error 17.207501 in direction 0
best m,c is 1.800000,13.110000 with error 17.203537 in direction 0
best m,c is 1.800000,13.120000 with error 17.199577 in direction 0
best m,c is 1.800000,13.130000 with error 17.195622 in direction 0
best m,c is 1.800000,13.140000 with error 17.191671 in direction 0
best m,c is 1.800000,13.150000 with error 17.187726 in direction 0
best m,c is 1.800000,13.160000 with error 17.183786 in direction 0
best m,c is 1.800000,13.170000 with error 17.179851 in direction 0
best m,c is 1.800000,13.180000 with error 17.175920 in direction 0
best m,c is 1.800000,13.190000 with error 17.171995 in direction 0
best m,c is 1.790000,13.200000 with error 17.167933 in direction 7
best m,c is 1.790000,13.210000 with error 17.163723 in direction 0
best m,c is 1.790000,13.220000 with error 17.159519 in direction 0
best m,c is 1.790000,13.230000 with error 17.155319 in direction 0
best m,c is 1.790000,13.240000 with error 17.151123 in direction 0
best m,c is 1.790000,13.250000 with error 17.146933 in direction 0
best m,c is 1.790000,13.260000 with error 17.142748 in direction 0
best m,c is 1.790000,13.270000 with error 17.138567 in direction 0
best m,c is 1.790000,13.280000 with error 17.134391 in direction 0
best m,c is 1.790000,13.290000 with error 17.130220 in direction 0
best m,c is 1.790000,13.300000 with error 17.126053 in direction 0
best m,c is 1.790000,13.310000 with error 17.121892 in direction 0
best m,c is 1.790000,13.320000 with error 17.117735 in direction 0
best m,c is 1.790000,13.330000 with error 17.113583 in direction 0
best m,c is 1.790000,13.340000 with error 17.109436 in direction 0
best m,c is 1.790000,13.350000 with error 17.105294 in direction 0
best m,c is 1.790000,13.360000 with error 17.101157 in direction 0
best m,c is 1.790000,13.370000 with error 17.097025 in direction 0
best m,c is 1.790000,13.380000 with error 17.092897 in direction 0
best m,c is 1.790000,13.390000 with error 17.088774 in direction 0
best m,c is 1.790000,13.400000 with error 17.084656 in direction 0
best m,c is 1.790000,13.410000 with error 17.080543 in direction 0
best m,c is 1.790000,13.420000 with error 17.076435 in direction 0
best m,c is 1.790000,13.430000 with error 17.072332 in direction 0
best m,c is 1.790000,13.440000 with error 17.068234 in direction 0
best m,c is 1.790000,13.450000 with error 17.064140 in direction 0
best m,c is 1.790000,13.460000 with error 17.060051 in direction 0
best m,c is 1.790000,13.470000 with error 17.055968 in direction 0
best m,c is 1.790000,13.480000 with error 17.051889 in direction 0
best m,c is 1.790000,13.490000 with error 17.047815 in direction 0
best m,c is 1.790000,13.500000 with error 17.043746 in direction 0
best m,c is 1.790000,13.510000 with error 17.039681 in direction 0
best m,c is 1.790000,13.520000 with error 17.035622 in direction 0
best m,c is 1.790000,13.530000 with error 17.031568 in direction 0
best m,c is 1.790000,13.540000 with error 17.027518 in direction 0
best m,c is 1.790000,13.550000 with error 17.023474 in direction 0
best m,c is 1.790000,13.560000 with error 17.019434 in direction 0
best m,c is 1.790000,13.570000 with error 17.015399 in direction 0
best m,c is 1.790000,13.580000 with error 17.011369 in direction 0
best m,c is 1.790000,13.590000 with error 17.007345 in direction 0
best m,c is 1.790000,13.600000 with error 17.003325 in direction 0
best m,c is 1.790000,13.610000 with error 16.999309 in direction 0
best m,c is 1.790000,13.620000 with error 16.995299 in direction 0
best m,c is 1.790000,13.630000 with error 16.991294 in direction 0
best m,c is 1.790000,13.640000 with error 16.987294 in direction 0
best m,c is 1.790000,13.650000 with error 16.983299 in direction 0
best m,c is 1.790000,13.660000 with error 16.979308 in direction 0
best m,c is 1.790000,13.670000 with error 16.975323 in direction 0
best m,c is 1.790000,13.680000 with error 16.971343 in direction 0
best m,c is 1.790000,13.690000 with error 16.967367 in direction 0
best m,c is 1.790000,13.700000 with error 16.963397 in direction 0
best m,c is 1.790000,13.710000 with error 16.959431 in direction 0
best m,c is 1.790000,13.720000 with error 16.955471 in direction 0
best m,c is 1.790000,13.730000 with error 16.951515 in direction 0
best m,c is 1.790000,13.740000 with error 16.947564 in direction 0
best m,c is 1.790000,13.750000 with error 16.943619 in direction 0
best m,c is 1.790000,13.760000 with error 16.939678 in direction 0
best m,c is 1.790000,13.770000 with error 16.935742 in direction 0
best m,c is 1.790000,13.780000 with error 16.931812 in direction 0
best m,c is 1.790000,13.790000 with error 16.927886 in direction 0
best m,c is 1.790000,13.800000 with error 16.923965 in direction 0
best m,c is 1.790000,13.810000 with error 16.920050 in direction 0
best m,c is 1.790000,13.820000 with error 16.916139 in direction 0
best m,c is 1.790000,13.830000 with error 16.912233 in direction 0
best m,c is 1.790000,13.840000 with error 16.908333 in direction 0
best m,c is 1.790000,13.850000 with error 16.904437 in direction 0
best m,c is 1.790000,13.860000 with error 16.900547 in direction 0
best m,c is 1.790000,13.870000 with error 16.896661 in direction 0
best m,c is 1.780000,13.880000 with error 16.892514 in direction 7
best m,c is 1.780000,13.890000 with error 16.888340 in direction 0
best m,c is 1.780000,13.900000 with error 16.884171 in direction 0
best m,c is 1.780000,13.910000 with error 16.880006 in direction 0
best m,c is 1.780000,13.920000 with error 16.875847 in direction 0
best m,c is 1.780000,13.930000 with error 16.871692 in direction 0
best m,c is 1.780000,13.940000 with error 16.867542 in direction 0
best m,c is 1.780000,13.950000 with error 16.863397 in direction 0
best m,c is 1.780000,13.960000 with error 16.859257 in direction 0
best m,c is 1.780000,13.970000 with error 16.855122 in direction 0
best m,c is 1.780000,13.980000 with error 16.850992 in direction 0
best m,c is 1.780000,13.990000 with error 16.846867 in direction 0
best m,c is 1.780000,14.000000 with error 16.842747 in direction 0
best m,c is 1.780000,14.010000 with error 16.838632 in direction 0
best m,c is 1.780000,14.020000 with error 16.834521 in direction 0
best m,c is 1.780000,14.030000 with error 16.830416 in direction 0
best m,c is 1.780000,14.040000 with error 16.826315 in direction 0
best m,c is 1.780000,14.050000 with error 16.822220 in direction 0
best m,c is 1.780000,14.060000 with error 16.818129 in direction 0
best m,c is 1.780000,14.070000 with error 16.814043 in direction 0
best m,c is 1.780000,14.080000 with error 16.809963 in direction 0
best m,c is 1.780000,14.090000 with error 16.805887 in direction 0
best m,c is 1.780000,14.100000 with error 16.801816 in direction 0
best m,c is 1.780000,14.110000 with error 16.797750 in direction 0
best m,c is 1.780000,14.120000 with error 16.793689 in direction 0
best m,c is 1.780000,14.130000 with error 16.789633 in direction 0
best m,c is 1.780000,14.140000 with error 16.785582 in direction 0
best m,c is 1.780000,14.150000 with error 16.781537 in direction 0
best m,c is 1.780000,14.160000 with error 16.777496 in direction 0
best m,c is 1.780000,14.170000 with error 16.773460 in direction 0
best m,c is 1.780000,14.180000 with error 16.769429 in direction 0
best m,c is 1.780000,14.190000 with error 16.765403 in direction 0
best m,c is 1.780000,14.200000 with error 16.761382 in direction 0
best m,c is 1.780000,14.210000 with error 16.757366 in direction 0
best m,c is 1.780000,14.220000 with error 16.753355 in direction 0
best m,c is 1.780000,14.230000 with error 16.749349 in direction 0
best m,c is 1.780000,14.240000 with error 16.745348 in direction 0
best m,c is 1.780000,14.250000 with error 16.741352 in direction 0
best m,c is 1.780000,14.260000 with error 16.737361 in direction 0
best m,c is 1.780000,14.270000 with error 16.733375 in direction 0
best m,c is 1.780000,14.280000 with error 16.729394 in direction 0
best m,c is 1.780000,14.290000 with error 16.725418 in direction 0
best m,c is 1.780000,14.300000 with error 16.721448 in direction 0
best m,c is 1.780000,14.310000 with error 16.717482 in direction 0
best m,c is 1.780000,14.320000 with error 16.713521 in direction 0
best m,c is 1.780000,14.330000 with error 16.709566 in direction 0
best m,c is 1.780000,14.340000 with error 16.705615 in direction 0
best m,c is 1.780000,14.350000 with error 16.701669 in direction 0
best m,c is 1.780000,14.360000 with error 16.697729 in direction 0
best m,c is 1.780000,14.370000 with error 16.693794 in direction 0
best m,c is 1.780000,14.380000 with error 16.689863 in direction 0
best m,c is 1.780000,14.390000 with error 16.685938 in direction 0
best m,c is 1.780000,14.400000 with error 16.682018 in direction 0
best m,c is 1.780000,14.410000 with error 16.678102 in direction 0
best m,c is 1.780000,14.420000 with error 16.674192 in direction 0
best m,c is 1.780000,14.430000 with error 16.670287 in direction 0
best m,c is 1.780000,14.440000 with error 16.666387 in direction 0
best m,c is 1.780000,14.450000 with error 16.662493 in direction 0
best m,c is 1.780000,14.460000 with error 16.658603 in direction 0
